f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f_sideSquare,teacher,current_eval,game_idx,move_idx
1,1,5,49,0,12,1,4,9,3,6,14,5,360430.600,377170,1,6850
1,1,2,47,0,10,1,3,7,3,1,13,2,337247.100,321758,1,6900
3,2,10,43,0,8,1,2,5,0,3,9,17,368572.000,360516,1,6950
3,3,5,52,0,19,1,3,10,0,1,6,10,368164.250,381078,1,7000
1,0,0,43,0,6,0,3,7,4,0,7,4,302274.500,266867,1,7050
2,2,1,46,0,12,1,1,8,0,2,3,5,297685.150,284719,1,7100
3,4,4,49,0,12,1,2,7,2,2,8,6,322498.350,343334,1,7150
3,1,2,41,0,1,0,0,13,0,0,0,16,289237.750,257881,1,7200
3,3,2,50,0,13,1,2,10,2,3,6,5,349850.800,335646,1,7250
3,1,1,47,0,14,0,2,9,1,0,4,11,315886.550,313052,1,7300
3,1,4,39,0,7,0,3,11,4,0,11,9,315706.900,310504,1,7350
3,2,4,50,0,4,1,1,14,0,5,4,9,327712.650,328721,1,7400
4,2,2,47,0,10,1,2,9,4,4,8,11,338784.500,339872,1,7450
2,0,2,47,0,12,1,4,9,4,1,9,3,340214.400,325500,1,7500
3,0,6,45,0,12,0,2,15,2,0,2,15,340370.400,346906,1,7550
3,3,4,43,0,12,1,2,13,1,2,6,13,329766.250,331246,1,7600
3,2,3,53,0,15,1,3,7,5,1,10,6,370407.850,377134,1,7650
4,3,3,46,0,8,1,4,4,5,2,18,12,366738.650,362934,1,7700
2,1,2,41,0,8,1,4,11,3,1,15,8,314385.150,317232,1,7750
3,3,6,43,0,14,0,3,9,3,0,13,8,356706.850,358283,1,7800
3,1,4,49,0,10,1,1,11,3,2,3,13,353813.100,344679,1,7850
4,1,3,46,0,12,0,3,6,3,0,10,13,354359.750,342464,1,7900
1,0,2,43,0,6,1,3,7,2,3,10,2,300829.950,283401,1,7950
2,3,0,47,0,6,1,3,7,3,2,10,2,301691.900,292830,1,8000
2,2,2,44,0,13,0,3,12,3,0,14,4,347879.200,332421,1,8050
4,2,0,44,0,12,0,3,12,2,0,9,13,327918.600,318671,1,8100
3,2,4,43,0,5,1,2,11,1,2,12,10,310079.800,320917,1,8150
4,2,4,54,0,13,0,2,10,5,0,10,9,388421.100,392761,1,8200
3,0,2,44,0,6,0,2,4,0,0,4,7,280745.700,264132,1,8250
3,0,0,45,0,12,0,3,9,2,0,4,5,305035.950,284052,1,8300
3,0,2,51,0,9,1,2,9,3,2,5,7,342482.000,328800,1,8350
4,0,2,46,0,11,0,2,8,3,0,4,8,320583.650,306977,1,8400
2,2,1,50,0,12,1,4,10,2,3,14,2,338355.650,344911,1,8450
4,0,6,47,0,4,0,1,15,2,0,1,19,360219.150,339869,1,8500
4,0,5,44,0,10,0,2,12,6,0,9,18,360307.350,367629,1,8550
4,2,2,51,0,14,0,3,9,6,0,9,8,363017.300,366447,1,8600
3,2,5,48,0,9,1,1,10,3,3,7,11,355459.700,352727,1,8650
4,0,3,42,0,11,1,2,10,1,3,9,4,296022.700,304857,1,8700
2,0,4,41,0,10,1,3,11,2,1,16,4,321008.900,325891,1,8750
4,1,4,34,0,4,0,2,12,1,0,12,18,301280.100,293394,1,8800
3,2,1,44,0,11,1,4,10,3,1,13,7,334956.000,324009,1,8850
2,2,3,42,0,10,1,1,14,2,1,8,7,295696.000,309825,1,8900
2,1,6,36,0,7,0,4,10,0,0,19,3,302078.100,307000,1,8950
3,2,1,45,0,7,1,1,9,1,2,5,10,311095.350,289598,1,9000
1,0,5,48,0,10,1,3,14,2,5,10,3,326167.250,353577,1,9050
1,2,2,39,0,2,1,1,5,0,2,8,3,267226.500,238108,1,9100
2,3,3,47,0,13,1,3,13,4,2,11,5,355216.350,354214,1,9150
2,3,9,51,0,21,0,3,13,4,0,12,3,418936.450,428223,1,9200
2,2,7,51,0,14,1,3,11,2,4,7,5,372206.750,380937,1,9250
2,1,3,49,0,15,0,2,11,2,0,3,9,329106.100,336210,1,9300
1,1,0,44,0,7,1,2,6,2,1,6,1,285687.150,257794,1,9350
4,1,6,51,0,16,1,2,17,5,3,6,10,396491.250,407151,1,9400
3,1,3,52,0,12,1,2,12,3,2,4,7,355317.200,350570,1,9450
2,0,5,46,0,4,1,1,8,2,2,5,7,314064.400,305417,1,9500
2,0,1,43,0,7,0,2,5,3,0,5,3,283975.550,261450,1,9550
4,3,4,45,0,11,1,3,9,2,2,11,15,348938.050,355364,2,50
3,6,0,57,0,19,1,3,11,5,4,5,6,387341.950,384660,2,100
2,4,3,48,0,15,1,3,12,3,1,14,3,360421.050,362950,2,150
2,3,4,46,0,6,1,2,8,1,2,3,11,313904.550,305167,2,200
1,0,0,39,0,2,1,2,7,0,6,7,1,244662.850,227801,2,250
2,6,7,49,0,13,1,2,13,3,2,7,10,385094.900,384284,2,300
4,1,6,51,0,22,0,3,11,3,0,5,14,377553.550,406529,2,350
3,0,3,41,0,4,1,1,7,0,1,5,6,273935.500,259290,2,400
4,0,2,46,0,3,0,1,6,3,0,5,8,302343.700,284264,2,450
1,6,9,43,0,15,1,3,17,3,7,16,6,382265.800,410286,2,500
4,2,7,40,0,11,1,3,10,1,1,17,13,347525.650,363395,2,550
3,5,3,50,0,10,1,3,10,3,3,15,8,384525.300,373136,2,600
2,0,3,42,0,6,0,3,8,4,0,10,8,307810.200,302372,2,650
2,3,5,39,0,7,0,3,9,2,0,16,8,306599.050,319745,2,700
1,3,10,44,0,12,1,4,12,3,2,17,8,376274.650,402769,2,750
2,0,0,45,0,9,0,2,7,1,0,2,4,285354.250,258719,2,800
2,1,3,43,0,5,0,2,3,2,0,6,6,285379.550,271853,2,850
2,2,3,41,0,6,1,3,11,2,4,17,6,329815.300,321627,2,900
3,1,3,39,0,6,1,1,15,1,2,7,12,299270.600,293579,2,950
2,1,0,44,0,5,1,3,6,0,2,6,5,292017.600,257565,2,1000
3,1,0,45,0,6,1,1,9,1,1,3,8,292646.750,268128,2,1050
2,1,7,46,0,7,1,1,6,2,1,6,10,335375.050,330924,2,1100
3,0,4,46,0,6,1,3,6,4,2,14,9,358389.650,342204,2,1150
2,0,1,43,0,8,1,1,11,0,8,1,3,287760.650,264497,2,1200
4,2,6,58,0,21,1,3,10,3,1,9,12,401771.650,443841,2,1250
4,2,0,42,0,7,1,2,10,3,1,10,13,305501.650,300250,2,1300
2,3,6,39,0,11,0,4,9,0,0,14,7,329558.950,322947,2,1350
4,2,1,54,0,12,1,2,8,2,1,7,11,355003.700,353376,2,1400
4,3,2,48,0,15,0,3,10,2,0,10,10,366909.600,351585,2,1450
3,2,3,49,0,8,1,1,11,2,3,4,13,320635.300,334621,2,1500
2,1,0,41,0,5,0,1,7,0,0,3,4,253628.350,229556,2,1550
3,3,3,48,0,10,1,1,12,1,1,3,14,343146.200,330134,2,1600
2,2,2,42,0,9,0,3,14,3,0,8,11,311362.050,312011,2,1650
1,0,2,46,0,4,1,4,4,2,3,10,1,310338.900,285001,2,1700
3,1,3,50,0,12,0,2,8,3,0,4,8,342384.050,333148,2,1750
2,3,4,42,0,7,0,1,10,2,0,8,10,314486.150,305979,2,1800
3,3,3,41,0,15,0,3,17,6,0,17,12,387569.550,377062,2,1850
2,2,7,53,0,16,1,3,11,4,3,8,6,381143.850,405399,2,1900
2,1,1,49,0,12,1,3,11,3,1,12,3,335932.000,336843,2,1950
3,2,5,48,0,16,1,4,12,2,3,12,7,375571.850,381607,2,2000
1,1,6,45,0,8,1,2,9,7,1,13,6,375595.250,357876,2,2050
3,3,5,52,0,17,1,4,10,2,5,8,10,389604.050,395990,2,2100
3,2,7,43,0,18,1,2,13,2,2,15,16,343719.950,403321,2,2150
2,3,4,37,0,10,1,3,11,1,1,19,8,324235.900,323478,2,2200
4,3,3,43,0,5,0,1,15,2,0,6,17,309586.000,318021,2,2250
3,2,7,56,0,17,1,2,8,7,3,9,13,435263.300,443761,2,2300
4,1,6,45,0,3,0,0,15,0,0,0,16,309921.850,312081,2,2350
2,1,2,43,0,7,1,3,7,2,2,11,6,308477.300,297408,2,2400
1,0,1,41,0,5,1,2,5,1,1,6,1,250164.400,239968,2,2450
4,2,1,51,0,10,1,1,13,4,1,1,15,326928.150,339038,2,2500
2,0,6,41,0,12,1,4,11,6,1,22,4,354390.350,377155,2,2550
3,2,2,51,0,21,0,4,11,5,0,10,9,365471.600,389885,2,2600
4,1,3,49,0,18,0,3,11,3,0,9,11,357820.600,373617,2,2650
3,1,4,52,0,20,1,4,8,1,2,13,7,390371.600,393973,2,2700
3,0,2,43,0,4,0,1,7,2,0,3,10,282256.350,268477,2,2750
1,0,5,41,0,3,1,2,7,1,2,12,6,280818.150,294359,2,2800
4,3,8,46,0,6,1,1,14,1,1,5,16,347266.000,358318,2,2850
1,2,2,41,0,7,1,4,7,1,1,12,4,286703.900,282656,2,2900
2,0,4,43,0,11,0,2,17,3,0,8,11,344793.500,338243,2,2950
1,1,5,43,0,5,1,2,13,2,3,10,5,324466.700,316628,2,3000
3,2,0,44,0,10,0,2,8,0,0,6,4,297969.250,269998,2,3050
0,0,2,42,0,5,1,2,12,1,7,5,0,273617.150,266607,2,3100
4,0,6,39,0,12,0,4,7,6,0,19,11,358565.250,366855,2,3150
2,2,5,36,0,11,0,3,16,3,0,16,11,296290.850,338349,2,3200
3,1,8,42,0,10,1,2,14,3,5,12,12,363035.150,376349,2,3250
3,0,0,46,0,7,1,3,8,3,3,8,5,314909.050,294080,2,3300
4,5,4,54,0,21,1,2,16,2,1,7,14,405942.000,418761,2,3350
4,4,3,51,0,6,1,0,15,2,1,0,16,323503.300,337311,2,3400
4,0,0,47,0,9,0,2,7,5,0,7,9,335920.550,309214,2,3450
2,2,4,50,0,10,1,3,10,2,5,7,3,345313.450,342038,2,3500
3,0,2,48,0,10,1,2,14,4,1,4,11,347334.550,333707,2,3550
3,0,3,39,0,6,0,3,9,2,0,15,11,309992.000,306719,2,3600
3,1,6,39,0,8,0,2,11,3,0,13,12,334489.500,334089,2,3650
4,0,4,45,0,19,0,3,11,3,0,12,10,381621.250,371699,2,3700
3,2,0,50,0,7,1,1,8,1,3,2,6,316817.150,287938,2,3750
1,2,1,47,0,13,1,3,11,3,2,12,1,334383.550,327381,2,3800
2,4,7,43,0,10,1,2,13,0,4,7,9,339755.750,339597,2,3850
4,0,2,46,0,6,0,2,8,2,0,6,12,312046.000,304400,2,3900
3,2,6,49,0,21,1,4,13,3,1,20,6,423690.900,430406,2,3950
2,2,4,47,0,7,1,3,7,1,3,8,4,314647.200,313832,2,4000
4,3,3,50,0,11,1,1,14,2,2,4,17,371897.950,360669,2,4050
2,4,9,47,0,22,1,4,19,8,8,19,9,425251.400,485249,2,4100
2,1,2,44,0,7,0,3,8,4,0,7,9,297160.400,300720,2,4150
1,1,3,49,0,14,1,4,11,3,3,14,1,371808.500,360151,2,4200
3,1,2,43,0,8,1,3,7,1,2,13,4,294436.050,300179,2,4250
4,1,11,53,0,23,0,3,15,4,0,8,17,450039.800,476485,2,4300
2,5,1,46,0,11,1,2,16,2,4,9,7,325088.250,331130,2,4350
2,2,2,40,0,6,1,3,14,2,2,15,6,312915.500,306617,2,4400
1,2,10,42,0,9,1,4,10,1,4,16,7,352550.050,373173,2,4450
4,3,4,45,0,14,0,3,11,3,0,14,8,345033.700,362080,2,4500
3,1,1,48,0,8,1,3,12,3,4,6,9,336180.450,323286,2,4550
2,1,0,44,0,6,0,3,4,1,0,8,4,277025.300,260780,2,4600
4,1,0,45,0,4,0,0,13,1,0,0,11,293432.150,265340,2,4650
1,0,0,47,0,14,1,3,11,2,2,6,1,325775.600,300670,2,4700
3,0,6,47,0,6,0,0,15,4,0,0,15,356932.450,338638,2,4750
2,0,0,45,0,15,0,4,7,1,0,10,4,304702.550,301061,2,4800
3,2,3,40,0,9,0,3,16,3,0,16,7,336118.950,331097,2,4850
2,5,6,43,0,11,1,3,13,0,3,15,10,334349.150,362083,2,4900
2,1,3,51,0,7,1,3,9,2,6,5,3,342053.850,325126,2,4950
1,2,0,50,0,14,1,3,10,2,2,7,1,332006.200,316359,2,5000
4,2,3,39,0,6,0,2,13,0,0,8,16,298994.400,297080,2,5050
2,0,1,39,0,0,0,1,3,0,0,3,5,244545.950,208243,2,5100
3,1,0,47,0,12,0,2,11,1,0,3,6,305444.850,291667,2,5150
3,0,3,42,0,8,0,2,4,2,0,10,7,308441.450,292276,2,5200
3,0,0,46,0,0,1,0,6,0,2,0,7,262352.300,236848,2,5250
3,2,0,46,0,5,0,1,8,1,0,1,9,291550.050,262716,2,5300
2,0,1,45,0,7,1,4,5,3,1,11,4,305751.100,294379,2,5350
3,1,4,50,0,14,0,2,12,5,0,6,13,380056.800,375028,2,5400
1,5,3,50,0,12,1,2,12,5,2,9,6,345214.050,361157,2,5450
4,1,4,46,0,2,0,0,16,1,0,0,19,323303.600,311948,2,5500
2,0,4,45,0,9,1,2,11,3,2,9,3,333531.900,321642,2,5550
2,1,4,44,0,15,1,4,14,4,3,16,7,350752.100,375312,2,5600
1,4,2,43,0,10,0,3,9,2,0,13,5,312057.150,309885,2,5650
4,3,1,49,0,11,0,2,13,4,0,8,10,343700.900,343893,2,5700
3,0,2,39,0,10,0,4,5,2,0,14,4,279781.500,287576,2,5750
3,1,7,54,0,14,1,3,8,7,5,14,7,430138.350,433799,2,5800
2,0,1,43,0,2,0,0,5,0,0,0,7,255057.300,228816,2,5850
2,1,1,49,0,7,1,2,7,0,3,3,6,314336.600,286959,2,5900
4,1,7,53,0,13,1,2,9,6,2,10,10,404693.000,414435,2,5950
3,3,9,50,0,16,1,3,12,5,4,12,11,411313.600,436048,2,6000
3,3,1,48,0,13,1,2,12,0,3,4,10,324112.900,320852,2,6050
3,0,3,48,0,7,0,1,10,3,0,1,10,324115.050,307842,2,6100
1,0,2,40,0,4,1,1,10,2,1,3,8,280096.950,255550,2,6150
3,5,2,48,0,13,0,3,10,2,0,8,9,336294.750,337811,2,6200
3,1,6,54,0,12,1,1,6,3,5,1,8,343142.500,365146,2,6250
3,2,8,49,0,17,1,4,9,3,8,8,13,387883.350,414167,2,6300
3,0,0,49,0,12,1,2,5,2,1,2,4,298392.950,287517,2,6350
3,1,3,53,0,14,1,3,7,3,2,6,7,337420.350,358512,2,6400
3,1,2,44,0,11,1,2,8,0,4,8,7,315418.000,303985,2,6450
4,2,3,50,0,10,0,1,10,2,0,5,15,340174.600,346025,2,6500
3,0,3,44,0,13,0,2,8,3,0,10,3,316617.300,316991,2,6550
3,0,1,46,0,7,0,1,8,1,0,4,7,295543.550,278739,2,6600
1,0,4,42,0,6,1,4,12,2,3,16,1,343530.550,318221,2,6650
2,0,7,48,0,15,1,4,12,7,4,13,10,410167.900,417220,2,6700
1,3,0,45,0,8,1,3,9,1,2,8,1,286218.150,276548,2,6750
4,2,1,53,0,12,0,2,7,4,0,6,9,356035.750,345044,2,6800
3,1,0,46,0,12,1,4,6,1,2,5,6,296587.050,289705,2,6850
2,2,1,45,0,6,1,2,11,2,1,9,4,295475.700,292082,2,6900
2,0,1,45,0,9,1,2,11,1,1,8,5,304484.900,294576,2,6950
0,0,0,36,0,0,0,2,0,0,0,4,0,216445.250,174284,2,7000
2,1,0,48,0,16,0,3,8,3,0,5,5,317595.450,311905,2,7050
4,2,2,52,0,15,1,4,10,3,1,9,9,370858.600,369899,2,7100
3,3,7,46,0,9,0,2,16,4,0,13,12,375765.600,387758,2,7150
0,2,4,43,0,7,1,4,9,1,2,12,0,300896.000,300437,2,7200
3,2,1,46,0,18,0,4,12,2,0,10,6,347307.900,338718,2,7250
3,3,5,51,0,13,1,2,13,2,4,10,6,345066.850,380919,2,7300
4,2,2,48,0,17,0,4,10,1,0,11,18,369451.850,372980,2,7350
2,1,2,38,0,5,1,2,12,0,1,9,9,276063.000,269287,2,7400
3,2,8,49,0,12,0,3,13,2,0,12,7,372426.600,390860,2,7450
3,4,4,47,0,16,1,3,13,4,2,13,14,387927.950,394765,2,7500
2,2,4,41,0,7,1,2,13,1,2,10,10,322918.150,313407,2,7550
1,0,1,45,0,7,0,2,7,3,0,3,5,283093.150,270410,2,7600
3,0,5,41,0,12,0,3,9,4,0,14,8,339083.150,342394,2,7650
2,2,6,40,0,10,0,2,10,0,0,8,12,320317.750,315766,2,7700
3,1,5,43,0,13,1,3,9,4,1,10,10,340326.200,348026,2,7750
3,3,8,43,0,14,0,3,15,5,0,11,14,390147.350,394657,2,7800
2,2,6,40,0,5,1,2,8,1,1,12,5,323167.100,302354,2,7850
2,1,3,40,0,7,0,3,12,4,0,12,11,322385.950,315899,2,7900
3,3,1,41,0,6,0,2,11,1,0,7,12,286660.600,280833,2,7950
2,0,5,49,0,9,1,3,9,5,4,9,6,372077.350,359324,2,8000
2,5,8,50,0,15,1,3,10,6,2,13,8,392577.150,420220,2,8050
4,1,4,54,0,16,1,3,8,5,2,8,10,396112.450,396872,2,8100
2,1,3,43,0,8,1,4,5,3,1,16,8,328761.800,325083,2,8150
1,5,3,45,0,10,1,3,11,1,2,12,3,334508.150,322366,2,8200
2,0,4,39,0,11,1,3,13,3,3,17,5,346422.000,334875,2,8250
2,3,7,46,0,12,1,3,20,9,2,20,4,418787.250,428224,2,8300
2,1,2,43,0,5,1,2,9,2,3,11,4,308162.450,292329,2,8350
2,0,6,51,0,10,1,3,9,8,1,12,5,364464.900,389967,2,8400
3,7,2,51,0,21,1,3,9,2,2,15,10,394020.500,398640,2,8450
3,3,4,50,0,25,0,4,14,2,0,9,11,383793.350,405802,2,8500
3,2,7,49,0,15,1,2,11,5,3,8,12,370511.900,400770,2,8550
2,3,8,42,0,7,1,3,8,2,1,13,8,323270.900,343549,2,8600
2,1,2,41,0,7,0,2,7,2,0,9,2,280128.650,270048,2,8650
1,1,1,40,0,4,0,2,8,3,0,9,3,274833.050,256867,2,8700
2,0,0,42,0,9,0,4,4,1,0,6,3,268962.250,252125,2,8750
3,0,1,41,0,9,0,3,7,3,0,13,9,304641.800,300234,2,8800
2,0,3,42,0,4,1,1,8,2,1,6,3,291857.750,267997,2,8850
2,0,6,42,0,12,1,3,10,2,2,18,5,358334.350,356716,2,8900
2,1,3,45,0,9,1,1,11,2,3,6,5,322429.750,307738,2,8950
2,1,2,50,0,16,0,3,10,5,0,7,6,355495.800,352343,2,9000
2,2,3,48,0,14,1,3,12,2,2,14,4,378024.000,359458,2,9050
3,0,0,45,0,4,0,1,5,0,0,1,7,269574.000,241839,2,9100
4,1,4,47,0,16,1,3,13,1,2,8,13,365272.300,367058,2,9150
2,4,12,52,0,28,0,4,16,8,0,15,15,486763.900,524453,2,9200
1,2,3,48,0,13,1,4,10,7,2,14,3,361229.450,367721,2,9250
2,2,3,51,0,11,1,3,11,5,4,9,4,360650.900,361074,2,9300
4,5,7,55,0,18,1,2,13,3,2,7,14,418377.000,434501,2,9350
2,1,1,44,0,6,0,2,6,1,0,4,6,277146.450,261696,2,9400
4,3,8,47,0,13,0,2,13,2,0,10,13,387958.000,391465,2,9450
3,2,2,46,0,9,0,2,8,3,0,8,12,318208.750,321605,2,9500
2,2,2,52,0,10,1,2,10,4,3,5,4,337705.000,336374,2,9550
1,0,1,42,0,6,1,3,10,4,1,13,2,292802.050,290498,2,9600
2,0,1,43,0,7,1,2,7,1,1,7,5,286047.800,270175,2,9650
2,3,1,45,0,5,1,4,5,2,3,15,3,307991.100,300717,2,9700
1,2,1,47,0,10,1,2,9,2,2,7,2,318963.950,298205,2,9750
3,0,3,46,0,6,0,3,4,2,0,5,8,312353.950,292319,2,9800
3,2,4,46,0,6,1,1,10,2,2,8,8,336257.600,321366,2,9850
2,3,4,45,0,18,1,4,11,3,1,15,7,360898.700,373810,2,9900
2,0,3,39,0,6,1,1,11,0,4,5,7,272337.000,268287,2,9950
3,0,2,44,0,11,0,3,4,3,0,8,9,301060.550,304791,2,10000
4,3,0,54,0,20,0,3,12,3,0,5,11,383985.600,372133,2,10050
1,0,1,47,0,4,1,3,9,4,4,8,2,320336.700,295128,2,10100
3,0,1,42,0,7,1,2,10,5,1,10,5,306147.000,295156,2,10150
2,1,5,35,0,4,0,3,9,1,0,17,8,287437.100,292583,2,10200
2,1,2,38,0,7,0,2,8,2,0,12,3,272341.400,269675,2,10250
2,2,2,46,0,15,0,4,12,5,0,15,2,352986.950,353398,2,10300
2,0,2,44,0,7,0,1,8,3,0,1,9,286662.700,276592,2,10350
4,1,5,49,0,4,1,0,11,1,1,0,13,321087.050,318099,2,10400
3,1,1,45,0,15,0,4,11,2,0,15,5,332056.450,337308,2,10450
1,2,2,45,0,13,1,4,13,5,1,15,4,357844.700,349847,2,10500
4,8,10,56,0,26,1,3,12,4,4,11,16,449974.550,503463,2,10550
4,1,8,46,0,16,0,3,12,1,0,8,19,342348.800,395574,2,10600
4,2,4,46,0,10,0,3,12,4,0,9,14,342830.100,357173,2,10650
3,1,3,48,0,8,1,3,8,3,3,12,4,348683.150,336057,2,10700
4,0,1,45,0,6,0,2,9,2,0,7,12,298176.100,298253,2,10750
3,6,2,54,0,23,0,3,14,5,0,11,12,415383.750,424148,2,10800
3,0,4,39,0,4,0,1,13,2,0,5,14,282147.950,288547,2,10850
1,1,4,41,0,6,1,4,11,3,2,17,2,315818.450,319365,2,10900
1,1,2,43,0,4,1,3,9,3,3,12,1,317301.750,289667,2,10950
3,3,3,51,0,10,0,2,13,3,0,3,13,356140.550,349129,2,11000
4,4,3,57,0,20,1,2,13,4,2,5,12,408315.250,415299,2,11050
2,0,4,43,0,5,0,2,9,3,0,9,6,308793.400,301112,2,11100
2,2,4,49,0,15,1,3,11,3,4,9,9,369446.700,372602,2,11150
4,3,5,53,0,22,1,3,13,3,3,4,13,395781.600,413447,2,11200
2,1,4,48,0,11,1,3,12,4,1,13,8,355357.800,367577,2,11250
2,3,6,52,0,15,1,4,12,8,3,16,8,401613.950,437032,2,11300
3,4,2,52,0,10,0,0,14,4,0,0,10,328170.850,335708,2,11350
4,3,2,51,0,19,1,3,13,6,1,9,13,387596.800,399211,2,11400
3,1,3,47,0,14,0,2,13,3,0,8,12,349492.250,354276,2,11450
1,1,1,41,0,3,1,2,7,2,1,8,3,273983.300,252234,2,11500
4,0,2,40,0,6,0,1,12,2,0,7,15,306872.300,292963,2,11550
4,1,5,46,0,10,1,0,18,1,1,0,16,308171.000,339171,2,11600
3,0,1,45,0,6,0,1,7,2,0,4,9,299778.250,277234,2,11650
3,1,4,49,0,8,1,1,13,1,4,2,6,331269.950,322276,2,11700
3,4,6,47,0,16,0,4,11,8,0,20,8,428477.850,424796,2,11750
3,1,4,44,0,9,0,4,6,6,0,20,4,334619.750,354487,2,11800
3,3,2,54,0,15,1,2,12,4,3,3,10,341396.650,369899,2,11850
3,3,4,48,0,10,1,3,12,5,1,12,10,370250.950,371637,2,11900
3,0,2,39,0,6,1,2,11,0,1,8,7,283035.550,268393,2,11950
2,0,2,43,0,3,1,1,7,1,2,2,7,267860.750,255419,2,12000
1,5,6,32,0,9,0,4,16,0,0,26,7,326718.950,335393,2,12050
4,3,8,42,0,5,0,2,10,2,0,10,19,351432.600,354567,2,12100
3,0,3,52,0,11,1,2,8,5,2,9,7,359966.600,362384,2,12150
3,4,5,47,0,13,0,2,11,3,0,9,10,366495.950,361778,2,12200
1,1,4,47,0,6,1,2,5,1,3,3,2,290167.050,285490,2,12250
2,1,2,47,0,6,1,1,7,1,2,1,7,294313.050,278671,2,12300
3,3,0,46,0,10,1,2,14,3,3,2,13,316832.550,310993,2,12350
3,1,0,44,0,9,0,2,6,2,0,4,10,297705.350,275895,2,12400
2,4,6,48,0,12,0,3,12,4,0,10,11,372450.500,379882,2,12450
2,2,3,42,0,5,1,2,8,1,3,10,4,289240.300,286714,2,12500
3,1,3,45,0,5,0,1,9,2,0,2,11,308317.400,289591,2,12550
2,0,6,38,0,13,0,3,12,3,0,12,14,300740.300,344699,2,12600
4,6,4,57,0,19,1,3,15,5,3,8,12,433073.800,438876,2,12650
2,1,2,45,0,14,0,4,9,3,0,12,7,329399.500,334458,2,12700
0,0,5,42,0,5,1,3,16,5,6,14,0,349760.550,333779,2,12750
2,2,4,43,0,8,1,2,9,2,2,10,7,315762.350,315254,2,12800
2,0,7,45,0,10,0,3,3,6,0,13,8,299864.950,359635,2,12850
3,1,3,53,0,17,1,3,11,2,4,3,9,377958.400,368238,2,12900
4,2,6,48,0,13,0,2,10,3,0,7,12,360094.250,369168,2,12950
3,0,6,40,0,8,0,4,8,2,0,12,14,332001.200,332050,2,13000
3,5,8,46,0,18,0,4,16,3,0,13,13,404135.300,419761,2,13050
1,2,4,46,0,9,1,2,12,1,5,2,6,310917.100,310138,2,13100
4,2,5,54,0,17,1,3,12,3,1,4,16,387928.650,405058,2,13150
3,2,1,51,0,8,1,2,5,2,1,4,6,317300.050,303479,2,13200
3,1,4,48,0,7,1,2,8,2,1,5,8,317575.400,318955,2,13250
3,1,1,49,0,11,0,2,9,4,0,3,9,331123.300,317048,2,13300
1,1,0,47,0,11,1,3,9,2,1,8,1,319005.950,294174,2,13350
2,2,3,42,0,12,1,3,12,2,3,11,8,325451.200,327834,2,13400
2,0,4,50,0,9,1,3,6,3,1,6,10,337497.700,339112,2,13450
1,1,3,42,0,5,1,3,6,2,1,11,2,282334.550,281427,2,13500
2,1,1,46,0,4,1,2,8,1,2,3,9,298929.350,275169,2,13550
1,0,3,38,0,5,0,3,6,3,0,10,1,280871.400,259611,2,13600
1,1,4,48,0,6,1,2,6,3,4,4,4,320110.500,307162,2,13650
3,0,2,45,0,4,1,0,11,4,1,0,12,299242.750,286955,2,13700
3,3,2,49,0,11,1,2,11,2,4,4,6,326758.500,325115,2,13750
1,3,3,44,0,5,1,3,12,0,5,6,2,297628.600,286352,2,13800
1,0,2,48,0,13,1,3,10,5,4,7,7,338253.250,342198,2,13850
2,1,5,46,0,15,0,3,8,2,0,7,8,346951.300,341788,2,13900
2,3,1,50,0,9,1,3,8,6,2,11,6,338935.850,343716,2,13950
2,2,9,44,0,10,1,3,8,4,5,14,8,371339.850,382727,2,14000
2,2,4,40,0,15,1,3,8,1,3,13,7,316722.900,327113,2,14050
3,1,2,47,0,10,1,4,9,1,3,7,7,324676.100,316974,2,14100
3,0,1,36,0,8,0,2,10,0,0,10,6,276657.900,254380,2,14150
4,3,5,43,0,16,0,2,15,1,0,10,13,363784.950,362206,2,14200
2,2,5,34,0,13,0,4,12,3,0,22,13,339405.100,350985,2,14250
4,8,6,54,0,28,1,2,16,4,7,7,13,442176.300,466482,2,14300
3,2,1,50,0,12,1,4,4,4,2,8,7,334668.450,332376,2,14350
3,1,3,50,0,14,0,2,12,1,0,6,9,352455.500,346944,2,14400
3,0,5,42,0,10,0,2,16,2,0,9,14,364927.500,342931,2,14450
2,0,2,36,0,4,0,2,12,0,0,7,10,270775.100,251253,2,14500
3,2,7,56,0,16,1,3,8,2,2,7,9,394966.850,409333,2,14550
2,0,1,47,0,8,1,3,9,4,3,7,4,322609.500,306472,2,14600
3,1,4,53,0,17,0,3,7,4,0,7,10,371678.950,382082,2,14650
2,1,1,42,0,6,0,3,4,3,0,12,4,290430.200,277460,2,14700
2,1,2,45,0,16,0,2,11,1,0,5,7,314060.250,313283,2,14750
2,0,3,43,0,7,1,1,13,1,1,2,13,314176.900,293668,2,14800
3,0,3,35,0,9,0,4,9,3,0,18,7,309162.550,302409,2,14850
2,3,1,44,0,13,1,3,14,2,4,9,9,328420.800,327868,2,14900
3,5,0,46,0,16,0,3,16,3,0,10,12,343311.600,350002,2,14950
3,1,3,44,0,8,1,1,12,1,4,7,10,315876.500,315045,2,15000
3,1,2,41,0,4,0,3,9,1,0,13,9,305423.250,290753,2,15050
1,1,4,47,0,8,1,1,7,1,4,1,5,303930.000,294937,2,15100
