f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f_sideSquare,teacher,current_eval,game_idx,move_idx
4,1,1,42,0,1,0,0,8,0,0,0,13,255012.750,242269,4,2500
3,1,1,44,0,12,0,4,8,3,0,11,4,322641.500,308653,4,2550
2,0,3,45,0,12,1,3,11,4,3,15,3,329127.200,347400,4,2600
4,0,0,51,0,7,0,2,11,3,0,3,11,326027.900,313748,4,2650
2,2,4,42,0,12,1,3,10,2,2,14,4,330625.000,330416,4,2700
3,2,1,46,0,9,0,3,8,5,0,12,7,320305.900,325013,4,2750
4,1,2,47,0,10,0,2,15,5,0,6,15,345626.500,348624,4,2800
4,9,7,48,0,20,1,2,24,5,1,10,22,413842.200,460679,4,2850
4,0,8,51,0,15,0,3,13,7,0,9,22,433303.600,445794,4,2900
1,0,5,41,0,8,1,3,11,2,1,14,5,325467.450,321609,4,2950
2,0,3,46,0,8,1,3,6,0,4,8,2,312349.200,296904,4,3000
3,0,7,41,0,11,1,2,13,1,3,11,13,350924.100,354671,4,3050
3,1,3,37,0,8,0,3,9,3,0,18,9,314278.650,312260,4,3100
4,9,4,50,0,18,0,3,14,3,0,12,13,376816.450,407328,4,3150
1,1,1,39,0,3,1,3,7,2,1,12,2,263038.650,254510,4,3200
3,0,3,43,0,5,0,1,7,5,0,7,9,251155.600,298108,4,3250
3,7,3,53,0,15,1,1,15,2,5,5,9,347009.250,379081,4,3300
1,0,5,42,0,5,1,2,12,3,2,8,7,311623.850,309523,4,3350
2,0,2,42,0,5,1,2,6,1,3,5,3,276144.400,258239,4,3400
2,1,0,46,0,10,1,3,12,3,2,9,5,320166.950,309805,4,3450
3,0,0,45,0,13,0,2,11,3,0,7,8,325198.500,307948,4,3500
3,2,0,49,0,12,0,1,11,0,0,1,8,313065.550,294663,4,3550
2,5,2,40,0,7,1,2,18,2,1,13,12,326542.450,321309,4,3600
1,0,2,37,0,4,0,2,5,2,0,9,3,271091.150,240819,5,50
2,1,0,41,0,3,1,1,9,0,2,1,7,251170.950,231062,5,100
2,1,0,46,0,10,1,3,8,5,1,8,5,310328.600,304799,5,150
3,0,1,49,0,9,1,2,7,3,2,4,5,314643.900,302741,5,200
3,1,2,45,0,10,0,3,7,1,0,10,9,325818.150,311790,5,250
3,1,5,38,0,6,0,2,8,3,0,12,13,303881.300,311374,5,300
3,2,6,44,0,17,1,3,18,5,1,15,11,340284.750,406905,5,350
3,3,4,50,0,14,0,4,8,7,0,11,9,381148.250,384895,5,400
2,4,5,51,0,9,1,2,13,5,1,5,10,362404.350,367427,5,450
1,1,0,46,0,8,1,1,8,1,4,2,1,282059.550,261170,5,500
4,3,4,50,0,18,1,2,14,3,3,2,14,371084.500,379631,5,550
3,3,3,44,0,8,0,2,10,3,0,12,8,325572.000,324924,5,600
4,2,3,49,0,15,0,3,11,3,0,9,10,358732.400,364146,5,650
2,3,3,44,0,12,1,3,10,1,2,11,10,317457.450,332713,5,700
3,4,8,41,0,14,0,3,13,4,0,18,11,389432.250,394812,5,750
2,7,4,43,0,17,0,4,13,2,0,17,6,393694.350,366830,5,800
4,3,7,48,0,14,0,3,12,1,0,11,10,380244.400,384853,5,850
3,2,0,53,0,10,1,3,7,4,2,8,4,346590.200,332276,5,900
2,3,5,42,0,8,0,1,10,1,0,7,7,282757.250,302731,5,950
3,1,0,47,0,5,1,1,7,2,1,1,6,283389.000,264063,5,1000
4,2,0,49,0,5,1,0,11,1,2,0,8,299686.800,280195,5,1050
2,4,2,53,0,21,1,4,15,7,1,13,7,406665.600,419363,5,1100
3,2,3,48,0,13,0,2,14,1,0,4,11,335946.750,337321,5,1150
4,2,3,55,0,18,1,4,13,4,2,7,8,384169.700,399971,5,1200
3,0,2,43,0,4,1,2,9,0,1,5,9,289097.100,272110,5,1250
3,1,1,49,0,12,1,3,15,5,3,10,4,363951.350,351157,5,1300
4,5,3,53,0,16,1,2,11,1,4,6,13,363554.600,381934,5,1350
1,1,0,47,0,8,1,2,9,1,2,2,3,288404.750,269090,5,1400
2,3,7,46,0,13,1,3,12,2,2,8,10,340771.600,368175,5,1450
3,0,1,40,0,6,1,2,6,0,2,6,5,270586.800,248896,5,1500
1,0,1,34,0,4,0,1,8,0,0,3,8,216581.900,210175,5,1550
3,0,4,52,0,13,1,2,14,3,6,4,5,351506.850,365231,5,1600
2,1,4,44,0,7,0,3,4,2,0,7,4,303019.900,289924,5,1650
1,2,0,44,0,8,1,3,8,4,1,10,2,292434.550,286483,5,1700
2,2,7,47,0,14,1,2,13,6,2,11,9,389605.600,396379,5,1750
4,2,8,43,0,11,0,3,11,5,0,17,16,375958.750,402794,5,1800
3,0,2,44,0,6,0,4,6,2,0,10,6,305035.550,292674,5,1850
4,0,3,49,0,10,0,2,7,4,0,8,10,344741.700,342080,5,1900
4,1,6,50,0,6,1,0,12,3,5,0,15,352108.500,353395,5,1950
1,1,4,40,0,4,0,2,10,3,0,7,7,278475.250,281905,5,2000
2,1,3,48,0,5,1,0,6,2,5,0,4,293013.550,283452,5,2050
2,0,3,49,0,9,1,4,7,3,1,10,5,341543.850,333074,5,2100
4,1,5,53,0,21,1,3,15,8,1,10,12,422125.950,443404,5,2150
2,1,1,49,0,12,1,4,11,3,2,12,6,346520.200,345358,5,2200
3,1,4,41,0,6,1,1,15,1,1,2,16,308118.700,300077,5,2250
2,0,2,45,0,5,1,1,9,1,6,2,6,257006.800,277629,5,2300
2,2,4,46,0,4,1,3,10,2,4,12,6,335667.650,327976,5,2350
3,1,0,44,0,5,0,2,8,2,0,4,6,283985.800,260787,5,2400
2,0,1,45,0,9,1,2,15,3,2,9,5,324808.100,313126,5,2450
1,0,4,32,0,2,0,2,8,2,0,15,4,277854.000,252049,5,2500
3,3,3,48,0,11,1,2,6,2,1,9,8,332711.600,332839,5,2550
1,0,3,44,0,6,1,2,12,2,7,4,6,294573.050,298389,5,2600
4,8,8,56,0,18,1,4,10,6,2,18,10,464424.450,479446,5,2650
3,0,1,50,0,12,0,2,4,2,0,3,4,296475.000,297987,5,2700
3,4,9,47,0,8,0,1,19,4,0,5,18,387367.050,395031,5,2750
2,1,0,42,0,7,1,3,6,2,2,9,5,283575.600,269968,5,2800
2,2,5,47,0,11,1,2,7,1,2,6,8,320838.650,330383,5,2850
1,3,6,45,0,12,1,3,15,1,4,15,6,369539.100,371787,5,2900
4,3,7,48,0,12,1,2,14,3,3,7,12,374508.700,385696,5,2950
2,0,3,50,0,14,0,2,10,4,0,6,5,335849.150,343668,5,3000
4,8,4,50,0,26,1,3,14,2,4,13,14,417323.250,436437,5,3050
1,2,4,34,0,2,0,2,12,0,0,12,7,272049.700,259128,5,3100
3,2,3,40,0,13,0,3,12,1,0,12,10,306303.250,321613,5,3150
1,1,1,43,0,1,1,0,9,0,4,0,4,247710.000,233053,5,3200
2,2,8,51,0,14,1,3,9,4,4,10,7,385342.000,403898,5,3250
2,1,4,44,0,8,0,2,12,3,0,3,11,337485.500,311007,5,3300
2,1,1,43,0,10,1,4,7,3,1,12,4,309675.050,300617,5,3350
2,3,3,38,0,8,1,3,14,1,1,17,9,328245.550,317252,5,3400
3,2,2,46,0,12,0,3,6,4,0,11,6,321043.750,327543,5,3450
3,3,1,49,0,12,1,1,11,1,4,1,9,308140.950,313745,5,3500
3,3,3,47,0,16,0,4,11,1,0,11,7,346690.750,351347,5,3550
3,3,1,51,0,14,0,3,11,3,0,7,7,344123.250,344333,5,3600
3,2,2,45,0,12,1,3,11,2,2,10,7,327351.750,327552,5,3650
4,3,1,47,0,7,1,2,7,4,2,6,8,326096.950,306961,5,3700
1,1,4,38,0,11,0,3,12,2,0,11,8,298669.800,307002,5,3750
3,0,2,41,0,5,0,1,9,5,0,8,11,314806.000,293287,5,3800
2,1,4,39,0,14,0,3,11,1,0,12,11,319778.250,324710,5,3850
2,3,7,47,0,13,1,4,19,2,7,14,4,349808.250,400402,5,3900
2,1,3,41,0,14,0,3,13,3,0,11,12,342901.200,336327,5,3950
2,1,6,39,0,9,1,3,13,2,1,17,4,330700.850,334549,5,4000
1,0,5,46,0,12,1,4,12,2,4,13,4,361601.100,356957,5,4050
2,3,1,36,0,11,0,3,16,2,0,16,7,294288.150,301327,5,4100
3,1,8,45,0,11,1,4,11,2,1,12,6,356190.350,367038,5,4150
4,2,7,51,0,9,1,2,11,5,1,9,9,396838.000,388891,5,4200
2,0,3,42,0,1,1,1,10,1,4,6,3,274488.600,264989,5,4250
3,2,1,42,0,2,1,2,8,0,1,6,7,278154.750,254129,5,4300
1,2,2,44,0,4,1,2,10,0,3,6,4,291528.000,272949,5,4350
3,0,4,46,0,2,1,1,14,2,5,6,7,301453.950,313449,5,4400
3,0,3,44,0,7,0,3,6,1,0,5,10,309789.350,290250,5,4450
2,1,2,48,0,14,1,3,10,1,1,8,4,317155.900,325447,5,4500
4,2,4,44,0,13,0,4,8,3,0,18,9,378788.900,364289,5,4550
1,1,3,49,0,4,1,2,7,3,3,7,5,319978.050,311112,5,4600
4,1,7,48,0,4,1,1,12,1,2,3,16,335115.500,346221,5,4650
2,3,2,43,0,12,1,4,11,1,6,13,8,343958.600,332969,5,4700
3,3,3,57,0,14,1,3,9,7,4,8,8,394653.900,405804,5,4750
2,3,1,49,0,14,1,3,13,3,4,8,4,342295.900,341326,5,4800
3,2,2,46,0,6,1,2,4,2,2,8,7,309039.300,296538,5,4850
4,2,3,55,0,15,1,2,9,5,2,7,8,397290.750,386442,5,4900
3,3,1,52,0,8,1,1,8,5,1,5,6,327953.550,326098,5,4950
2,1,5,36,0,2,0,3,10,1,0,10,11,289351.900,278010,5,5000
2,0,3,41,0,9,0,2,5,1,0,9,6,274220.550,282456,5,5050
2,1,3,43,0,7,1,2,5,0,3,4,9,293769.050,278854,5,5100
2,2,4,41,0,6,1,2,11,0,1,9,7,303102.250,293130,5,5150
3,5,8,49,0,17,0,3,13,4,0,14,12,411059.650,428663,5,5200
3,2,0,46,0,8,1,3,10,2,2,5,8,312099.650,293151,5,5250
3,0,1,42,0,4,1,2,12,2,1,7,11,293174.000,283354,5,5300
3,3,5,41,0,11,1,3,11,2,3,15,10,345395.900,350173,5,5350
3,2,3,51,0,10,1,3,5,4,1,11,7,354750.900,353038,5,5400
3,1,5,46,0,11,1,2,8,4,4,11,5,344442.500,351250,5,5450
2,4,3,52,0,13,1,2,10,3,4,4,5,340039.350,349111,5,5500
3,1,3,37,0,6,0,2,11,1,0,11,12,296300.950,287333,5,5550
2,1,3,51,0,21,1,4,15,6,3,16,2,378086.350,414460,5,5600
4,0,2,45,0,16,0,4,9,4,0,13,12,339496.650,358433,5,5650
3,0,3,47,0,6,1,1,13,2,1,2,13,299780.550,313547,5,5700
3,1,3,47,0,5,0,1,5,2,0,3,7,309838.800,286454,5,5750
2,2,6,55,0,20,1,3,13,8,8,10,8,445534.750,453684,5,5800
2,0,4,35,0,6,0,4,5,2,0,18,10,306275.950,295106,5,5850
2,3,8,46,0,8,1,3,12,3,4,14,7,374142.750,380392,5,5900
3,1,2,43,0,3,1,0,15,0,1,0,15,275484.600,275474,5,5950
3,2,7,52,0,23,1,4,14,7,2,15,9,435905.950,463218,5,6000
2,2,0,42,0,4,0,1,6,0,0,3,4,251695.550,230089,5,6050
4,1,2,50,0,9,0,1,10,2,0,1,9,321442.050,312028,5,6100
1,0,9,44,0,5,1,3,8,3,3,14,1,351848.850,346396,5,6150
2,3,0,52,0,15,1,3,12,4,3,6,8,355543.000,352670,5,6200
4,1,3,48,0,10,0,0,14,1,0,0,12,333767.300,318076,5,6250
3,1,3,47,0,7,1,2,11,2,1,6,7,331577.600,314360,5,6300
2,0,2,39,0,4,1,3,7,0,3,13,2,286962.550,264058,5,6350
4,0,2,39,0,4,0,2,5,0,0,7,13,285208.950,260887,5,6400
3,2,4,44,0,6,1,2,14,2,2,12,10,338559.850,336746,5,6450
3,0,2,47,0,8,1,1,13,2,5,2,10,327712.900,312765,5,6500
2,3,6,40,0,7,0,3,12,4,0,16,11,340089.700,348835,5,6550
3,2,7,44,0,4,1,1,14,2,3,7,16,336456.650,348400,5,6600
3,3,7,41,0,11,1,2,13,0,1,9,12,325327.150,341509,5,6650
3,2,0,45,0,17,0,3,9,3,0,11,6,314496.300,325280,5,6700
2,1,3,50,0,11,1,2,8,2,4,4,6,336584.350,328371,5,6750
3,1,4,43,0,4,0,2,11,3,0,9,9,317879.350,309881,5,6800
3,2,6,50,0,6,1,1,8,0,5,5,5,337671.600,331542,5,6850
3,1,6,41,0,8,1,3,9,1,3,15,7,331506.500,334732,5,6900
4,3,2,47,0,6,0,1,9,3,0,5,11,311928.350,309609,5,6950
4,2,2,56,0,19,1,2,6,3,4,7,7,393960.050,384126,5,7000
2,4,1,49,0,7,1,2,7,3,2,4,6,303917.050,300149,5,7050
4,0,1,47,0,10,1,2,11,4,2,5,6,317278.250,313421,5,7100
4,0,1,51,0,12,1,3,11,4,2,6,8,350382.150,344526,5,7150
2,2,2,52,0,10,1,3,8,6,4,6,5,340342.800,347176,5,7200
1,0,1,45,0,6,1,1,5,2,1,2,5,266128.200,258643,5,7250
3,1,5,37,0,14,0,4,9,1,0,22,7,320322.700,343734,5,7300
1,2,2,45,0,3,1,1,7,1,5,4,1,282022.350,262964,5,7350
1,4,1,49,0,13,1,3,11,3,1,7,4,325742.100,326387,5,7400
2,3,3,44,0,11,0,3,10,2,0,9,7,313413.300,317882,5,7450
4,2,3,51,0,18,0,4,9,4,0,14,10,384641.450,397118,5,7500
2,0,3,50,0,14,1,1,12,2,2,2,5,330055.850,330690,5,7550
2,1,6,48,0,6,1,2,10,3,5,5,7,353883.150,339378,5,7600
2,1,1,49,0,7,1,4,7,6,1,10,3,323113.000,321346,5,7650
2,5,4,51,0,23,1,4,17,4,1,17,6,398339.050,433059,5,7700
3,1,3,44,0,1,1,1,10,0,2,3,10,295884.850,273970,5,7750
3,3,0,48,0,15,0,3,8,2,0,7,4,331114.600,312394,5,7800
3,2,3,42,0,13,0,2,14,1,0,8,11,319721.850,322889,5,7850
3,2,5,53,0,20,1,3,11,8,6,9,13,418595.350,439769,5,7900
3,4,3,46,0,10,0,2,12,2,0,7,13,318596.500,334509,5,7950
2,1,3,48,0,8,1,2,6,3,1,9,5,324410.200,319824,5,8000
2,2,2,46,0,12,0,2,10,2,0,7,7,332840.400,315341,5,8050
2,4,2,54,0,15,1,2,6,3,2,6,5,354802.850,352617,5,8100
3,1,2,48,0,13,1,2,10,2,2,10,6,343590.950,338359,5,8150
2,2,3,42,0,6,0,1,12,0,0,5,8,282637.350,279829,5,8200
2,2,2,44,0,14,1,2,12,4,3,6,10,318070.950,330053,5,8250
2,1,5,43,0,7,1,2,13,4,3,11,10,318938.900,343155,5,8300
3,0,4,41,0,7,1,3,5,1,1,12,11,295898.650,306944,5,8350
3,3,1,45,0,12,0,2,9,3,0,8,8,322791.550,312910,5,8400
2,0,2,43,0,2,1,0,11,0,4,0,9,265866.950,256644,5,8450
3,1,5,49,0,18,1,3,15,5,8,7,7,370652.500,398141,5,8500
3,0,3,39,0,7,1,2,15,1,1,11,10,306963.950,303289,5,8550
3,2,4,48,0,12,1,3,10,2,1,7,9,360192.250,345398,5,8600
3,2,1,48,0,6,1,2,8,4,1,7,8,327085.850,310100,5,8650
3,1,5,48,0,12,1,1,6,1,3,6,7,329300.500,335255,5,8700
2,1,3,45,0,8,1,1,13,1,8,1,6,291187.550,299939,5,8750
1,1,3,39,0,7,0,2,7,2,0,9,3,295376.950,268330,5,8800
3,1,2,45,0,7,1,3,5,2,1,6,9,304226.150,293172,5,8850
1,0,0,49,0,5,1,2,3,3,2,2,1,273528.350,261587,5,8900
4,3,5,48,0,15,1,3,10,2,3,14,9,371715.550,386498,5,8950
4,1,6,46,0,16,0,4,10,3,0,16,9,395325.000,391158,5,9000
2,1,3,39,0,16,0,4,11,1,0,17,4,316173.450,325743,5,9050
1,0,0,44,0,3,1,2,10,1,4,4,3,280344.100,253015,5,9100
3,3,3,50,0,18,1,4,12,5,1,6,11,361171.500,379823,5,9150
3,0,5,42,0,14,0,4,10,4,0,9,12,365231.400,347523,5,9200
1,2,1,43,0,6,1,2,5,0,1,5,2,271661.200,248128,5,9250
3,2,7,47,0,17,1,3,9,3,3,14,9,383688.100,400186,5,9300
3,1,5,44,0,8,1,2,10,3,1,12,11,342907.100,344767,5,9350
2,0,5,41,0,6,1,1,7,0,1,5,6,274798.400,276342,5,9400
2,1,6,45,0,9,1,3,9,6,4,15,9,376758.550,376376,5,9450
3,0,0,41,0,6,0,2,5,0,0,4,3,256602.050,231478,5,9500
2,2,2,43,0,12,1,3,7,0,1,13,5,313737.350,307012,5,9550
1,1,2,42,0,6,0,3,4,1,0,8,2,270178.150,259602,5,9600
3,3,12,55,0,20,1,3,11,7,4,11,14,451484.150,496507,5,9650
1,1,1,48,0,12,1,3,10,5,1,9,1,328166.700,322830,5,9700
2,1,1,45,0,7,1,2,7,2,1,6,6,299788.250,281918,5,9750
4,5,8,54,0,24,0,4,16,3,0,11,16,436652.550,472575,5,9800
1,1,3,39,0,7,1,2,13,0,2,11,1,281294.050,277766,5,9850
2,0,3,48,0,11,1,3,10,3,2,7,6,340136.100,332780,5,9900
3,0,5,41,0,11,0,2,9,3,0,11,16,315067.600,342234,5,9950
4,3,3,59,0,22,1,3,13,7,1,7,13,439362.500,446598,5,10000
2,3,4,50,0,15,0,4,12,4,0,9,10,362841.400,379014,5,10050
4,7,8,47,0,24,1,3,13,5,6,19,18,461594.650,481391,5,10100
3,5,3,50,0,9,1,2,10,2,3,6,6,331679.650,334574,5,10150
4,2,8,56,0,20,1,2,14,4,2,4,18,449803.100,453210,5,10200
3,0,2,45,0,10,0,2,9,0,0,5,8,294329.550,293189,5,10250
3,0,1,48,0,8,0,2,8,4,0,3,8,306683.700,300303,5,10300
2,3,0,42,0,10,0,3,10,1,0,14,2,291912.450,288646,5,10350
4,2,6,50,0,6,1,0,14,0,4,0,18,341165.750,351706,5,10400
3,1,1,48,0,9,1,2,12,2,3,7,10,340599.100,325117,5,10450
2,0,2,47,0,19,0,4,11,3,0,10,9,332542.700,357577,5,10500
2,2,4,40,0,6,1,3,8,4,1,13,7,313381.300,310072,5,10550
2,2,0,46,0,8,1,1,8,0,3,2,10,273319.700,276059,5,10600
3,6,7,50,0,21,1,2,12,3,6,11,12,418190.500,432332,5,10650
1,1,0,44,0,10,1,3,6,1,1,7,1,288924.700,266378,5,10700
1,2,1,40,0,5,1,3,6,1,1,6,5,264799.550,247250,5,10750
1,1,1,46,0,8,1,2,10,3,1,2,8,301529.050,288121,5,10800
2,0,0,44,0,8,1,1,8,0,1,1,4,271413.700,247830,5,10850
3,3,2,50,0,8,1,0,12,1,5,0,9,314228.350,313483,5,10900
2,0,0,45,0,8,0,1,7,2,0,2,4,279056.750,258532,5,10950
4,0,2,41,0,10,1,3,9,2,1,11,8,301894.000,304640,5,11000
3,6,1,49,0,10,1,2,9,4,2,11,12,337964.650,350957,5,11050
3,5,5,48,0,11,1,2,12,2,3,10,10,357366.600,367904,5,11100
2,1,2,44,0,8,1,2,10,1,2,6,4,304447.750,286222,5,11150
2,0,1,39,0,0,1,2,7,0,2,7,2,244599.250,225941,5,11200
2,3,1,44,0,9,1,3,12,2,2,8,8,323926.050,305375,5,11250
2,2,2,42,0,8,1,3,10,2,2,11,6,315067.550,301475,5,11300
3,5,6,51,0,13,1,2,11,0,2,8,9,363390.150,374835,5,11350
2,1,1,40,0,8,0,4,8,3,0,15,5,296428.300,293103,5,11400
2,1,6,36,0,7,0,4,8,0,0,15,2,297813.700,289180,5,11450
4,2,1,47,0,10,0,1,15,2,0,5,12,315713.350,322475,5,11500
2,0,5,44,0,9,1,2,10,1,2,10,2,319380.200,316251,5,11550
1,2,5,40,0,11,1,3,18,1,7,13,6,306200.550,343823,5,11600
4,1,4,37,0,7,0,2,13,2,0,11,17,309934.400,314834,5,11650
3,3,6,41,0,10,1,3,11,3,8,10,15,315707.800,360134,5,11700
2,4,2,50,0,17,1,3,12,3,2,12,4,348212.400,368113,5,11750
4,6,3,56,0,21,1,2,12,3,4,6,9,375661.450,409681,5,11800
2,0,2,41,0,2,0,1,5,2,0,6,6,284703.300,250538,5,11850
2,0,8,42,0,7,1,3,8,3,3,15,11,359491.550,360711,5,11900
2,3,1,46,0,10,1,3,12,1,2,6,7,301890.000,305420,5,11950
3,0,3,44,0,6,1,2,12,2,1,2,13,302424.450,299329,5,12000
3,0,1,46,0,10,0,2,8,2,0,5,4,295598.600,288095,5,12050
3,0,2,43,0,1,0,1,7,1,0,3,8,263579.850,253096,5,12100
3,2,1,42,0,13,1,3,12,1,2,13,5,314807.150,313918,5,12150
2,4,6,41,0,15,0,3,15,3,0,14,10,365156.700,368937,5,12200
3,2,2,50,0,13,1,2,10,1,2,4,4,331422.850,321995,5,12250
2,1,5,41,0,9,1,3,13,4,2,16,5,334301.350,344221,5,12300
4,1,2,47,0,6,1,1,15,1,1,5,10,336757.850,312256,5,12350
4,1,5,44,0,14,0,3,10,3,0,11,13,355479.150,362145,5,12400
1,4,2,46,0,8,1,3,10,0,2,13,2,320306.200,310327,5,12450
1,1,4,43,0,3,1,1,9,0,5,3,4,304077.200,269719,5,12500
3,3,5,40,0,12,0,4,12,3,0,20,8,351396.850,360768,5,12550
3,3,10,51,0,16,1,2,15,7,5,12,15,411932.950,467837,5,12600
3,1,9,45,0,15,1,3,11,4,1,15,15,399807.500,417303,5,12650
1,0,2,41,0,5,1,3,9,3,2,14,1,277148.450,287435,5,12700
4,3,9,58,0,20,0,4,10,9,0,10,16,482235.050,491800,5,12750
4,7,4,57,0,12,1,2,11,5,2,10,16,407091.500,425260,5,12800
1,0,3,39,0,4,1,4,7,2,1,14,4,278822.200,280773,5,12850
2,0,2,42,0,7,1,2,12,1,3,4,9,287328.250,283158,5,12900
3,1,2,48,0,12,1,1,10,1,1,2,8,320190.500,309257,5,12950
4,0,4,41,0,4,0,2,7,2,0,13,7,300362.900,299593,5,13000
2,0,2,42,0,6,0,2,4,2,0,6,4,273258.950,260780,5,13050
2,5,4,46,0,12,1,3,14,1,4,13,4,358337.450,353653,5,13100
4,1,5,48,0,16,0,3,12,5,0,10,14,389012.200,394532,5,13150
4,2,6,43,0,7,0,3,9,1,0,12,8,312341.650,330623,5,13200
1,0,1,38,0,0,1,1,12,0,8,3,1,234579.950,223479,5,13250
2,3,2,52,0,16,1,4,12,3,5,6,2,373057.350,357151,5,13300
3,1,6,46,0,11,1,2,12,4,4,4,17,357329.700,367425,5,13350
3,1,3,48,0,10,0,2,10,3,0,9,6,329466.350,333805,5,13400
1,0,0,40,0,7,0,2,6,1,0,6,2,268362.200,236273,5,13450
3,0,2,36,0,3,0,2,6,1,0,11,5,262144.850,244944,5,13500
3,1,0,41,0,1,0,0,5,0,0,0,5,240506.750,208593,5,13550
3,2,0,51,0,20,0,4,11,8,0,16,5,395560.200,394700,5,13600
2,1,5,43,0,4,1,2,15,1,4,6,12,318731.100,318826,5,13650
2,1,0,44,0,5,0,2,4,2,0,5,5,280595.850,253392,5,13700
1,0,5,37,0,6,1,4,15,2,6,21,1,326129.850,327995,5,13750
3,2,2,48,0,8,1,2,10,4,1,8,9,323888.650,330589,5,13800
4,2,1,48,0,7,0,1,6,1,0,4,10,305639.450,292493,5,13850
4,0,1,45,0,7,0,1,15,1,0,2,14,307970.500,295945,5,13900
1,0,2,34,0,2,0,2,4,0,0,9,1,229856.150,209591,5,13950
3,3,5,52,0,20,1,3,14,3,5,11,6,408619.350,414768,5,14000
2,2,2,47,0,8,1,1,13,2,5,5,5,313411.850,311656,5,14050
3,1,2,44,0,14,1,2,12,3,1,8,7,332157.200,324421,5,14100
3,3,0,47,0,6,1,2,7,3,1,7,4,297605.500,286472,5,14150
3,2,4,46,0,22,1,3,18,2,2,17,6,333937.600,403633,5,14200
3,3,4,42,0,9,0,2,12,2,0,11,9,314159.650,324328,5,14250
3,0,5,43,0,10,1,2,11,2,3,10,10,337128.600,338593,5,14300
2,1,2,49,0,15,1,4,9,2,1,8,2,314064.350,331080,5,14350
2,2,1,52,0,14,1,4,8,2,2,11,4,327275.500,348781,5,14400
0,0,3,41,0,6,1,3,9,2,2,12,0,309303.200,283762,5,14450
2,5,3,42,0,13,0,4,12,4,0,20,6,355528.550,358329,5,14500
3,1,5,42,0,5,1,1,6,2,5,7,14,313787.250,313567,6,50
2,1,2,47,0,7,1,1,7,0,2,1,4,286879.700,271950,6,100
2,1,1,47,0,5,1,2,9,2,3,3,7,306905.500,285053,6,150
1,3,5,50,0,5,1,2,8,2,5,2,1,311903.950,310624,6,200
3,0,4,44,0,13,0,2,12,3,0,11,9,341789.700,345702,6,250
1,1,0,47,0,9,1,2,7,4,2,5,3,302755.100,287562,6,300
3,1,4,49,0,12,1,1,9,5,1,4,7,336670.250,342689,6,350
3,2,2,52,0,10,0,2,10,6,0,6,9,349428.700,352546,6,400
3,1,6,43,0,13,0,3,11,4,0,14,8,364347.450,364575,6,450
3,3,3,52,0,13,1,2,12,2,1,5,12,370184.250,362357,6,500
3,2,6,44,0,21,1,3,14,3,8,14,9,388963.050,407871,6,550
3,2,3,45,0,16,0,2,9,2,0,11,7,302523.850,339941,6,600
2,3,2,43,0,8,1,4,9,1,1,14,3,301720.600,303789,6,650
3,2,4,45,0,14,1,3,9,4,2,7,7,335438.150,339981,6,700
2,3,2,49,0,7,1,1,11,2,3,1,8,318645.600,305381,6,750
2,3,5,46,0,13,1,4,8,0,4,12,9,355864.850,355609,6,800
2,2,6,36,0,12,1,3,18,4,2,21,10,358205.400,371245,6,850
1,0,6,38,0,3,1,2,14,1,7,13,1,297085.900,301083,6,900
3,1,3,45,0,13,0,3,7,4,0,11,9,315255.350,339550,6,950
2,4,2,47,0,7,1,1,9,1,3,6,3,315914.900,295402,6,1000
2,0,1,41,0,11,1,4,11,1,1,14,2,321996.700,296324,6,1050
2,1,4,49,0,17,0,4,11,4,0,9,6,376049.000,369070,6,1100
2,4,3,50,0,22,1,4,12,4,3,16,7,406375.100,412147,6,1150
4,0,0,46,0,9,0,1,10,3,0,3,7,301988.900,286144,6,1200
1,2,1,48,0,11,0,3,6,5,0,10,3,335595.750,318841,6,1250
4,3,7,45,0,15,1,3,15,4,2,10,24,383579.750,418005,6,1300
1,2,6,52,0,13,1,3,14,3,4,10,3,391721.050,388739,6,1350
4,1,3,47,0,9,0,1,13,2,0,2,11,309182.050,317613,6,1400
0,2,3,41,0,3,1,2,9,1,2,10,0,282330.450,266387,6,1450
1,2,2,39,0,5,0,2,7,1,0,11,3,274285.450,259732,6,1500
4,1,5,41,0,3,1,3,9,0,1,14,11,296603.400,314558,6,1550
4,1,4,50,0,22,0,2,16,5,0,10,8,402288.950,407078,6,1600
4,2,1,52,0,16,1,2,12,2,3,4,9,362563.950,352253,6,1650
2,5,4,51,0,14,1,3,15,5,5,10,4,364340.800,388959,6,1700
2,1,2,49,0,6,1,2,7,3,2,7,3,319453.850,305653,6,1750
0,1,4,46,0,6,1,3,14,5,5,14,0,346956.750,343069,6,1800
3,2,3,43,0,6,0,2,11,2,0,8,14,315305.600,312742,6,1850
4,1,3,49,0,11,0,1,13,6,0,5,12,362219.800,356588,6,1900
2,1,3,44,0,4,1,1,14,1,3,4,9,289218.150,293771,6,1950
1,1,4,45,0,4,1,1,11,3,3,6,2,307188.900,296981,6,2000
1,1,5,47,0,17,1,3,15,2,6,7,3,348435.200,362488,6,2050
2,4,6,52,0,26,1,4,18,2,4,14,8,425086.550,452684,6,2100
3,1,0,42,0,9,0,2,8,0,0,4,10,275554.400,263775,6,2150
2,2,1,51,0,9,1,1,9,1,3,1,6,308992.850,301609,6,2200
4,0,3,46,0,5,0,1,16,3,0,1,19,325682.850,323626,6,2250
